id,jobs,firms,salary,nums0
1096,初级JAVA 爬虫工程师,西安极数宝数据服务有限公司,3-7千/月,若干
1097,Java开发组长+双休+五险一金,西安弥方电子科技有限公司,6-8千/月,1
1098,JAVA开发 爬虫工程师,西安极数宝数据服务有限公司,3-8千/月,4
1099,Java开发工程师,西安极数宝数据服务有限公司,0.6-1.2万/月,4
1100,Java中级开发工程师,陕西预购宝网络科技有限公司,0.7-1万/月,2
1101,Java资深开发工程师,陕西速橘丰信息科技有限公司,1-1.5万/月,2
1102,Java开发工程师,用友金融信息技术股份有限公司,0.8-1万/月,若干
1103,Java研发工程师,西安合�N网络科技有限公司,0.8-1.5万/月,3
1104,Java开发工程师,西安合�N网络科技有限公司,0.8-1万/月,若干
1105,大型政府项目招Java开发,西安泰晟信息科技有限公司,0.8-1万/月,1
1106,高薪直聘Java开发,西安泰晟信息科技有限公司,0.8-1万/月,1
1107,中、高级JAVA开发工程师,西安泰晟信息科技有限公司,0.6-1万/月,1
1108,2年以上Java开发,西安泰晟信息科技有限公司,6-8千/月,1
1109,初级java开发（五险一金）,西安泰晟信息科技有限公司,6-8千/月,1
1110,java开发（外派兰州）,西安泰晟信息科技有限公司,6-8千/月,5
1111,诚聘初、中级JAVA开发（非培训机构）,西安泰晟信息科技有限公司,5-8千/月,1
1112,政府项目招java开发,西安泰晟信息科技有限公司,0.8-1万/月,1
1113,Java开发工程师（急招）,裕日软件有限公司,0.7-1万/月,4
1114,Java开发工程师,裕日软件有限公司,0.6-1万/月,若干
1115,Java培训师,裕日软件有限公司,0.5-1万/月,1
1116,JAVA,裕日软件有限公司,6-8千/月,10
1117,初级JAVA软件工程师,西安源深信息技术有限公司,3-4.5千/月,4
1118,Java高级开发工程师,陕西思尔生物科技有限公司,0.8-2万/月,2
1119,Java初级开发工程师,陕西现代教育研究院,4.5-6千/月,1
1120,Java高级开发工程师,陕西育迪科技有限公司,0.8-1.5万/月,若干
1121,Java讲师,西安飞凡网络技术咨询有限公司,0.8-1万/月,若干
1122,Java开发工程师,西安鼎力信息技术有限责任公司,0.8-1.2万/月,若干
1123,Java高级开发工程师,西安东泰软件信息科技有限公司,0.5-1.5万/月,3
1124,Java讲师,陕西文都教育科技有限公司,0.8-1.5万/月,2
1125,JAVA 项目经理,新东网科技有限公司,1-1.5万/月,1
1126,Java开发工程师,上海京颐科技股份有限公司,1-1.5万/月,3
1127,Java开发工程师,广东以大供应链管理有限公司,0.8-1万/月,若干
1128,Java高级开发工程师,北京华软金科信息技术有限公司,1-1.5万/月,2
1129,Java开发工程师,北京华软金科信息技术有限公司,0.8-1万/月,2
1130,Java开发工程师,北京华软金科信息技术有限公司,1-1.5万/月,5
1131,Java开发工程师,北京华软金科信息技术有限公司,0.8-1万/月,2
1132,Java高级开发工程师,北京华软金科信息技术有限公司,1-1.5万/月,2
1133,java开发工程师（银行-支付）,北京华软金科信息技术有限公司,0.8-1万/月,3
1134,Java开发工程师,北京华软金科信息技术有限公司,0.8-1万/月,2
1135,Java开发工程师,北京北信源软件股份有限公司,6-8千/月,3
1136,Java开发工程师,深圳市元明科技发展有限公司,0.4-1.2万/月,10
1137,高级JAVA软件工程师,万达信息股份有限公司,1-1.5万/月,若干
1138,高级java工程师（技术管理方向）,锐特信息技术有限公司,1-1.5万/月,4
1139,Java中级开发工程师,锐特信息技术有限公司,0.8-1.5万/月,5
1140,Java开发工程师,锐特信息技术有限公司,0.7-1.8万/月,5
1141,Java中级开发工程师,锐特信息技术有限公司,0.7-1.2万/月,10
1142,Java高级开发工程师,神州数码系统集成服务有限公司西安分公司,0.8-1.3万/月,若干
1143,Java高级开发工程师,神州数码系统集成服务有限公司西安分公司,1-2万/月,1
1144,JAVA开发,汇纳科技股份有限公司,6-9千/月,若干
1145,初/中级Java工程师,天图软件科技有限公司,0.5-1万/月,1
1146,Java软件工程师,中寰卫星导航通信有限公司,1-2万/月,2
1147,YYG217-GIS-JAVA后台开发工程师,北京超图软件股份有限公司,6-8千/月,1
1148,JAVA实习生,陕西冰狐网络科技有限公司,3-5千/月,6
1149,高级java开发工程师(职位编号：00029),数尊信息科技（上海）有限公司,1-2万/月,3
1150,java软件工程师,陕西运�Z网络科技有限公司,1-1.5万/月,若干
1151,Java开发工程师,中软国际科技服务有限公司,1-1.5万/月,4
1152,Java开发工程师,中软国际科技服务有限公司,1-1.5万/月,3
1153,Java开发工程师,中软国际科技服务有限公司,1-1.5万/月,若干
1154,Java开发工程师,中软国际科技服务有限公司,6-8千/月,14
1155,Java开发工程师,中软国际科技服务有限公司,6-8千/月,2
1156,初级JAVA实习助理（双休）,陕西金晟网络科技有限公司,4.5-6千/月,若干
1157,初级JAVA实习助理（接收转行）,陕西金晟网络科技有限公司,4.5-6千/月,若干
1158,Java 开发工程师(职位编号：04),蓝鸥科技有限公司西安分公司,1-1.5万/月,2
1159,Java初级工程师 五险一金双休,陕西金合信息科技股份有限公司,3-5千/月,10
1160,Java高级软件开发工程师,陕西金合信息科技股份有限公司,1-1.5万/月,2
1161,西安-Java中级软件研发工程师,广州粤境通供应链管理有限公司,0.6-1.2万/月,3
1162,西安-Java高级软件研发工程师,广州粤境通供应链管理有限公司,1.2-2万/月,2
1163,java高级软件工程师,江苏银丰信息技术有限公司,1.5-2万/月,4
1164,Java开发工程师（西安）(职位编号：landray000680),深圳市蓝凌软件股份有限公司,0.8-1万/月,1
1165,Java开发工程师,西安易流物联科技有限公司,0.7-1.5万/月,6
1166,高级java开发工程师,西安科技大市场创新云服务股份有限公司,1-1.5万/月,若干
1167,JAVA开发工程师,西安科技大市场创新云服务股份有限公司,4-7千/月,若干
1168,java中级开发工程师（西安-大客户事业部）,杭州数云信息技术有限公司,0.7-1.2万/月,2
1169,中级java开发工程师,西安时代科技有限公司,0.8-1万/月,2
1170,Java高级开发工程师(大客户事业部）,杭州数云信息技术有限公司,0.9-1.5万/月,2
1171,Java软件工程师（高级）,北京世纪安图数码科技发展有限责任公司,0.8-1万/月,1
1172,Java软件工程师（中级）,北京世纪安图数码科技发展有限责任公司,6-8千/月,3
1173,JAVA高级开发工程师,北京华洋宏软件开发有限责任公司,1.2-2万/月,1
1174,00111-软件工程师（Java）,上海趣医网络技术服务有限公司,0.8-1万/月,4
1175,00085-软件工程师（Java）,上海趣医网络技术服务有限公司,0.8-1.5万/月,2
1176,JAVA大数据分析工程师,深圳优克云联科技有限公司,0.8-3万/月,3
1177,Java开发工程师(基础服务开发部),深圳优克云联科技有限公司,1-1.5万/月,6
1178,Java高级开发工程师（基础服务开发部）,深圳优克云联科技有限公司,1.5-2万/月,2
1179,Java高级开发工程师（Simbox）,深圳优克云联科技有限公司,1-2万/月,若干
1180,Java开发工程师（金融项目）,上海指旺信息科技有限公司西安分公司,0.6-1万/月,10
1181,Java高级开发工程师,上海指旺信息科技有限公司西安分公司,1-1.8万/月,2
1182,Java开发工程师,上海指旺信息科技有限公司西安分公司,0.4-1万/月,2
1183,高级java软件工程师,上海思伟软件有限公司,1-1.5万/月,若干
1184,Java开发工程师（电信长期项目）,中软国际科技服务有限公司,0.9-1.5万/月,4
1185,Java开发工程师（中级）,上海艾飞能源科技有限公司,4-8千/月,2
1186,JAVA高级软件工程师,西安英硕科技有限公司,5-8千/月,4
1187,Java开发工程师（高级）,上海艾飞能源科技有限公司,0.7-1.2万/月,10
1188,C#/Java/C++软件工程师,陕西新北邦高科技开发有限公司,0.8-1万/月,5
1189,Java开发工程师,神木德远云商科技有限公司,0.8-1万/月,若干
1190,高级软件工程师（Java）,西安银信博锐信息科技有限公司,6-8千/月,8
1191,Java开发工程师,西安利和时代互联网科技有限公司,1-1.5万/月,9
1192,Java高级开发工程师,三盟科技股份有限公司,1.2-2.2万/月,若干
1193,Java高级开发工程师,西安凯道尔网络科技有限公司,0.8-1.2万/月,2
1194,Java开发工程师,西安凯道尔网络科技有限公司,0.6-1万/月,3
1195,Java高级开发工程师,厦门市巨龙信息科技有限公司,0.8-1.5万/月,2
1196,Core java 工程师,北京优炫软件股份有限公司,0.8-1.6万/月,5
1197,java lead,北京优炫软件股份有限公司,1.1-2.1万/月,2
1198,C#/Java/C++软件工程师,陕西新北邦高科技开发有限公司,0.3-1万/月,5
1199,Java高级开发工程师,广联达科技股份有限公司,1.5-2万/月,3
1200,Java开发工程师(005628)(职位编号：glodon005628),广联达科技股份有限公司,0.8-1.2万/月,2
1201,Java高级开发工程师,中软国际科技服务有限公司,0.8-1.6万/月,2
1202,软件开发工程师(java/web/)零基础,西安云间信息科技有限公司,6-8千/月,3
1203,急聘java/web/安卓/UI/C/PHP（软件/开发）,西安云间信息科技有限公司,0.8-1万/月,3
1204,软件开发工程师(java/安卓/web/UI)零基础,西安云间信息科技有限公司,6-8千/月,3
1205,Java开发工程师,西安赛立科信息技术有限公司,0.7-1.2万/月,2
1206,java工程师(web开发，桌面应用开发）,西安赛立科信息技术有限公司,6-8千/月,2
1207,Java高级开发工程师,西安赛立科信息技术有限公司,0.7-1万/月,2
1208,Java高级开发工程师,南京绛门信息科技股份有限公司,1-1.2万/月,5
1209,Java高级开发工程师,东方网力科技股份有限公司,1.2-2万/月,3
1210,Java Team Leader,奥博杰天软件(北京)有限公司,1-1.5万/月,1
1211,Java开发工程师,上海趣医网络技术服务有限公司,1-1.5万/月,3
1212,Java研发工程师(R002),赞同科技股份有限公司,1-1.5万/月,10
1213,00049-软件工程师（Java）,上海趣医网络技术服务有限公司,0.8-1.2万/月,1
1214,JAVA开发工程师（五险一金）,三盟科技股份有限公司,1.5-2.2万/月,若干
1215,JAVA工程师,东方网力科技股份有限公司,1-2万/月,10
1216,java讲师,华美计算机学院,1-1.5万/月,5
1217,JAVA高级开发工程师,西安榴莲网络科技有限公司,6-8千/月,3
1218,JAVA开发工程师,西安榴莲网络科技有限公司,1-1.5万/月,5
1219,Java开发工程师,陕西联兴网络科技有限公司,6-8千/月,3
1220,Java初级开发工程师,西安南天电脑系统有限公司,4.5-5千/月,3
1221,Java工程师,西安银信博锐信息科技有限公司,4.5-6千/月,2
1222,软件工程师（JAVA）,西安银信博锐信息科技有限公司,4.5-6千/月,9
1223,Java开发工程师,西安远眺网络科技有限公司,0.5-1万/月,4
1224,Java开发实习生,陕西智华信科技有限公司,6-8千/月,2
1225,Java初级开发工程师,陕西德容信息技术有限公司,3-6千/月,2
1226,Java高级软件工程师,陕西德容信息技术有限公司,1-2万/月,5
1227,初级JAVA实习助理（双休）,陕西金晟网络科技有限公司,4.5-6千/月,若干
1228,初级JAVA实习助理（双休）,陕西金晟网络科技有限公司,4.5-6千/月,若干
1229,机械转行IT+JAVA软件开发（双休提供住宿）,陕西金晟网络科技有限公司,4.5-6千/月,若干
1230,双休+Java实习+应届实习生,陕西金晟网络科技有限公司,4.5-6千/月,若干
1231,无经验java开发实习生双休（可培训）,陕西金晟网络科技有限公司,4.5-6千/月,若干
1232,初级JAVA实习助理（双休）,陕西金晟网络科技有限公司,4.5-6千/月,若干
1233,0基础急聘JAVA开发助理+双休,陕西金晟网络科技有限公司,4.5-6千/月,若干
1234,初级JAVA实习助理（双休）,陕西金晟网络科技有限公司,4.5-6千/月,若干
1235,中级Java开发工程师,超凡知识产权服务股份有限公司,6-8千/月,若干
1236,高级Java开发工程师,超凡知识产权服务股份有限公司,0.8-1.2万/月,1
1237,（西安）Java开发工程师,销售易,1-1.5万/月,1
1238,Java开发工程师,销售易,1.5-2万/月,5
1239,Java后台工程师,广州小鹏汽车科技有限公司,1-2万/月,1
1240,Java开发工程师――PaaS平台,西安华信智慧数字科技有限公司,1-1.5万/月,2
1241,Java开发实习生,西安华信智慧数字科技有限公司,2-3千/月,3
1242,Java软件开发工程师,陕西纳吉特数据科技有限公司,6-8千/月,2
1243,java技术经理,陕西纳吉特数据科技有限公司,1-1.5万/月,若干
1244,Java开发工程师,西安华众电子科技股份有限公司,1.5-2万/月,10
1245,Java云存储开发,北京优炫软件股份有限公司,0.8-1万/月,3
1246,Core java,北京优炫软件股份有限公司,0.8-1.6万/月,5
1247,机械转行IT（可培养）,陕西金晟网络科技有限公司,4.5-6千/月,若干
1248,O基础软件开发助理,陕西金晟网络科技有限公司,4.5-6千/月,若干
1249,机械模具转行软件开发,陕西金晟网络科技有限公司,4.5-6千/月,若干
1250,测试开发实习生,陕西冰狐网络科技有限公司,4.5-7千/月,5
1251,0基础软件开发实习生4K（双休）,陕西众信超达科技有限公司,4.5-6千/月,若干
1252,理工科类软件实习生,陕西众信超达科技有限公司,4.5-6千/月,若干
1253,人工智能实习+双休,陕西众信超达科技有限公司,4.5-6千/月,若干
1254,O基础软件开发助理,陕西金晟网络科技有限公司,4.5-6千/月,若干
1255,系统架构师,西安博文同创信息技术有限公司,1.5-2万/月,若干
1256,项目经理,西安博文同创信息技术有限公司,1-1.5万/月,1
1257,机械转行IT（可培养）,陕西众信超达科技有限公司,4.5-6千/月,若干
1258,无经验游戏开发/设计（实习生）双休,陕西众信超达科技有限公司,4.5-6千/月,若干
1259,软件开发实习生,明德博学（北京）教育科技有限公司,4.5-6千/月,8
1260,招聘软件开发包住有五险一金,明德博学（北京）教育科技有限公司,6-8千/月,4
1261,Web前端开发工程师,西安朔维医疗数据有限公司,0.8-1.2万/月,5
1262,软件测试全职实习生,西安橡树软件有限公司,2-3千/月,3
1263,嵌入式软件工程师---应届生,西安因联信息科技有限公司,4-7千/月,2
1264,系统开发工程师助理+双休,西安思云电子科技有限公司,4.5-6千/月,若干
1265,Android开发工程师,西安商鼎能源科技有限公司,5-8千/月,2
1266,理工科类软件实习生,陕西金晟网络科技有限公司,3-4.5千/月,若干
1267,（实习/学徒）C语言软件开发工程师助理,陕西众信超达科技有限公司,4.5-6千/月,若干
1268,程序员助理（双休+五险）,陕西众信超达科技有限公司,4.5-6千/月,若干
1269,Android开发工程师,陕西劳动者共享科技有限公司,0.6-1.2万/月,1
1270,技术经理,西部电子商务股份有限公司,1-2万/月,2
1271,Android开发工程师(职位编号：003),卡漠网络科技股份有限公司,0.7-1万/月,1
1272,测试-数据验证工程师,西安泰为软件有限公司,0.8-1.5万/月,1
1273,手机软件开发工程师,西安银石科技发展有限责任公司,4.5-6千/月,2
1274,高级软件开发工程师,西安银石科技发展有限责任公司,0.8-1万/月,1
1275,APP开发工程师,西安银石科技发展有限责任公司,4-8千/月,2
1276,Sr. Software QA Engineer (Backend service),西安泰为软件有限公司,0.8-1.2万/月,1
1277,人工智能实习+双休,西安思云电子科技有限公司,4.5-6千/月,若干
1278,高级软件工程师,西安万翔航空科技有限公司,0.8-1万/月,1
1279,高级软件架构工程师,北京同方艾威康科技有限公司,1.5-2万/月,1
1280,系统架构师,威发（西安）软件有限公司,1.2-2.4万/月,5
1281,软件开发维护,浙江天正信息科技有限公司,4.5-6千/月,若干
1282,Python开发工程师助理/实习,陕西速橘丰信息科技有限公司,4.5-6千/月,3
1283,SAAS产品经理,西安因联信息科技有限公司,1.5-2.5万/月,1
1284,Android开发工程师,上海泰然投资控股有限公司,1-1.5万/月,2
1285,H5跨平台开发工程师,西安美齐电子商务有限公司,0.8-1.5万/月,5
1286,报表开发工程师,华正云科（北京）信息技术有限公司,4.5-6千/月,6
1287,软件开发工程师(职位编号：001),陕西现代教育研究院,6-8千/月,3
1288,数据分析工程师,华正云科（北京）信息技术有限公司,5-8千/月,3
1289,PHP软件工程师,西安英兆软件信息有限责任公司,4-6千/月,3
1290,PHP软件工程师（高级）,西安英兆软件信息有限责任公司,0.6-1.2万/月,3
1291,软件测试工程师,威发（西安）软件有限公司,5-9千/月,1
1292,少儿编程老师,西安童程童创教育科技有限公司,0.6-1万/月,8
1293,手机软件项目经理,北京讯通安添通讯科技有限公司西安分公司,1.5-2万/月,3
1294,大数据架构师,西安朝阳医疗信息产业有限责任公司,1.5-2万/月,3
1295,研发部经理,西安朝阳医疗信息产业有限责任公司,1.1-3万/月,3
1296,Android开发工程师,西安朝阳医疗信息产业有限责任公司,0.4-1.5万/月,5
1297,软件测试主管,西安朝阳医疗信息产业有限责任公司,0.6-1.5万/月,3
1298,IT运维工程师,百胜餐饮（西安）有限公司,6-8千/月,1
1299,高级开发或者架构师(职位编号：895458750315263),文思海辉金融,1-1.5万/月,1
1300,技术经理(职位编号：920358512716038),文思海辉金融,1-1.5万/月,2
1301,软件测试工程师,北京柯莱特科技有限公司,1.5-2万/月,若干
1302,前端开发人员（西安）,中电长城网际系统应用有限公司,0.8-1万/月,1
1303,项目/产品 经理,陕西元信软件有限责任公司,0.8-1.2万/月,3
1304,PTG101-技术支持工程师,北京超图软件股份有限公司,4.5-6千/月,1
1305,系统架构师,山西科泰航天防务技术股份有限公司,1-1.5万/月,3
1306,Infrastructure Architect,广州瑞利联科信息技术有限公司,30-50万/年,1
1307,PTG101-技术支持工程师,北京超图软件股份有限公司,5-9千/月,1
1308,A21-1高级软件工程师,西安达文信息技术有限公司,4.5-6千/月,8
1309,初高级软/硬件工程师实习生,西安达文信息技术有限公司,4.5-6千/月,6
1310,高级软件工程师实习生,西安达文信息技术有限公司,6-8千/月,6
1311,急聘软件开发工程师,明德博学（北京）教育科技有限公司,6-8千/月,4
1312,Android开发工程师(职位编号：D009-X),上海安畅网络科技股份有限公司,0.8-1万/月,1
1313,RD-Android Framework开发工程师,TCL集团工业研究院,1-1.5万/月,5
1314,RD-人工智能工程师,TCL集团工业研究院,1-1.5万/月,5
1315,大数据业务方向--大数据架构师,北京思特奇信息技术股份有限公司陕西分公司,2-2.5万/月,1
1316,Web开发工程师,西安三茗科技股份有限公司,6-8千/月,3
1317,软件测试工程师,陕西迪博佰通教育科技有限公司,4.5-6千/月,2
1318,软件开发工程师,陕西晟思智能测控有限公司,5-8千/月,2
1319,软件开发工程师,陕西晟思智能测控有限公司,5-8千/月,2
1320,RD-机器学习工程师（可接收实习生）,TCL集团工业研究院,0.8-1.5万/月,10
1321,语义理解算法工程师,TCL集团工业研究院,0.8-1.5万/月,10
1322,RD07-应用软件开发工程师,TCL集团工业研究院,1-1.5万/月,7
1323,RD05―云计算开发工程师,TCL集团工业研究院,1-1.4万/月,5
1324,Android软件工程师,西安惠尔企业管理咨询有限公司,0.8-1.5万/月,2
1325,系统架构师,西安惠尔企业管理咨询有限公司,1-1.5万/月,1
1326,软件售前工程师,西安惠尔企业管理咨询有限公司,5-8千/月,2
1327,软件售前工程师,西安惠尔企业管理咨询有限公司,5-8千/月,2
1328,实习生招聘,明德博学（北京）教育科技有限公司,6-8千/月,6
1329,软件开发实习生包住有五险一金,明德博学（北京）教育科技有限公司,4.5-6千/月,4
1330,0基础软件开发实习生包住,明德博学（北京）教育科技有限公司,4.5-6千/月,若干
1331,急聘软件开发实习生包住,明德博学（北京）教育科技有限公司,6-8千/月,4
1332,企业直聘软件开发工程实习生包住,明德博学（北京）教育科技有限公司,6-8千/月,4
1333,急聘软件实习生包住,明德博学（北京）教育科技有限公司,4.5-6千/月,4
1334,企业招聘开发实习生包住,明德博学（北京）教育科技有限公司,4.5-6千/月,6
1335,招聘实习生包住,明德博学（北京）教育科技有限公司,6-8千/月,若干
1336,移动互联网开发(五险一金+双休),深圳市坐标软件开发有限公司,1-1.5万/月,1
1337,软件工程师,西安万翔航空科技有限公司,0.8-1万/月,1
1338,高级软件工程师,西安万翔航空科技有限公司,0.8-1万/月,1
1339,iOS开发工程师,西安三茗科技股份有限公司,0.8-1.4万/月,若干
1340,爬虫开发工程师,西安图道信息科技有限公司,6-8千/月,3
1341,软件实施工程师,西安笃定信息技术有限公司,3-4.5千/月,10
1342,软件测试工程师（中级）,西安腾营信息科技有限公司,6-8千/月,1
1343,高级安卓(Android)开发工程师,西安腾营信息科技有限公司,0.9-1.2万/月,2
1344,iOS高级开发工程师,西部电子商务股份有限公司,0.8-1.5万/月,若干
1345,postgresql数据库开发人员(深圳）,陕西九鼎通信技术有限公司,1-1.5万/月,2
1346,delphi软件开发人员,西安华线石油科技有限公司,4-9千/月,3
1347,实施/java/android/c++/ios/php、其他,中讯志远（武汉）科技有限公司,4.5-6千/月,若干
1348,Android开发工程师,西安行方思远网络科技有限公司,3-7千/月,2
1349,服务器工程师,西安西品网络科技有限公司,0.8-1万/月,1
1350,教师（信息工程方向）(职位编号：9992),西安欧亚学院,6-8千/月,若干
1351,.高级安卓工程师,广州亿程交通信息集团有限公司,0.8-1.2万/月,2
1352,算法工程师,广州亿程交通信息集团有限公司,0.8-1.6万/月,2
1353,GIS开发工程师,西安图道信息科技有限公司,6-8千/月,3
1354,GIS开发工程师,西安图道信息科技有限公司,0.6-1.2万/月,5
1355,大数据开发工程师,三盟科技股份有限公司,1.5-2万/月,若干
1356,数据开发工程师,西安亚购信息科技有限公司,1-2万/月,若干
1357,大数据开发组长,西安亚购信息科技有限公司,1.5-2万/月,若干
1358,架构师,西安亚购信息科技有限公司,1.5-2.5万/月,若干
1359,Android开发工程师,西安亚购信息科技有限公司,0.6-1万/月,1
1360,测试工程师,陕西赛富网络科技有限责任公司,1-1.5万/月,3
1361,Web前端开发工程师,西安图道信息科技有限公司,5-8千/月,5
1362,中级Web前端工程师,三门峡崤云信息服务股份有限公司,4-8千/月,4
1363,中级Android开发工程师,三门峡崤云信息服务股份有限公司,4-8千/月,3
1364,中级Web前端工程师,三门峡崤云信息服务股份有限公司,4-8千/月,4
1365,前端开发工程师,三门峡崤云安全服务有限公司,0.5-1万/月,2
1366,高级渗透测试工程师,三门峡崤云安全服务有限公司,0.6-1万/月,2
1367,售后技术支持工程师,北京万户网络技术有限公司,3-6千/月,若干
1368,售后技术支持,北京万户网络技术有限公司,4-6千/月,1
1369,售后技术支持,北京万户网络技术有限公司,3-5千/月,1
1370,大数据研发工程师,北京明朝万达科技股份有限公司,0.8-1.6万/月,2
1371,对日高级软件工程师(职位编号：002),西安未都网络科技有限公司,0.6-1.2万/月,若干
1372,对日软件工程师(职位编号：001),西安未都网络科技有限公司,4-8千/月,若干
1373,QA/ 软件测试（功能+自动化）,西安活跃网络有限公司,0.9-1.3万/月,若干
1374,软件测试工程师,西安亨顿软件技术有限公司,4-6千/月,2
1375,产品经理,西安亨顿软件技术有限公司,15-20万/年,若干
1376,软件项目经理,西安亨顿软件技术有限公司,0.8-1万/月,1
1377,云后端开发工程师,西安奥卡云数据科技有限公司,1.5-2万/月,5
1378,私有云高级测试工程师,西安奥卡云数据科技有限公司,1-1.5万/月,5
1379,高级web全栈工程师,西安奥卡云数据科技有限公司,2.5-3万/月,10
1380,遥感算法设计师,航天星图科技（北京）有限公司,0.5-1万/月,若干
1381,后台开发工程师,爱讯达科技（深圳）有限公司,0.6-1.2万/月,若干
1382,Web前端开发工程师  五险一金 提供住宿,盛鼎轩商贸,6-8千/月,2
1383,iOS软件工程师,力新国际（西安）科技有限公司,0.5-1万/月,若干
1384,中级测试工程师,北京继教网教育科技发展有限公司,0.7-1.2万/月,1
1385,互联网软件开发工程师,西安听波商贸有限公司,6-8千/月,2
1386,系统运维工程师,西安听波商贸有限公司,6-8千/月,2
1387,web前端工程师（实习),西安听波商贸有限公司,6-8千/月,2
1388,西安星海信息诚聘 C++程序员,陕西星海信息工程有限责任公司,6-8千/月,10
1389,高薪诚聘Android开发工程师,陕西星海信息工程有限责任公司,5-9千/月,3
1390,App安卓开发工程师,陕西星海信息工程有限责任公司,3-4.5千/月,5
1391,对日高级软件工程师(职位编号：9),西安丝路软件有限责任公司,0.8-1.5万/月,3
1392,对日开发软件工程师,西安丝路软件有限责任公司,0.6-1万/月,若干
1393,React Native 移动开发工程师,陕西星海信息工程有限责任公司,4-7千/月,5
1394,软件工程师,陕西朗正环保科技有限公司,4-7千/月,3
1395,软件项目经理,南京启征信息技术有限公司,1-1.8万/月,3
1396,软件技术经理,南京启征信息技术有限公司,1-1.8万/月,2
1397,Android开发工程师,西安商通软件有限责任公司,4-8千/月,2
1398,测试工程师,陕西巨子生物技术有限公司,1-1.5万/月,2
1399,Web前端开发工程师,陕西巨子生物技术有限公司,0.8-1万/月,6
1400,对日IOS软件工程师,大连维思创新科技有限公司,1.5-3万/月,6
1401,.NET讲师,陕西省商务技术学校,10-15万/年,5
1402,计算机教师,陕西省商务技术学校,0.8-1万/月,若干
1403,网页设计师,陕西省商务技术学校,6-8千/月,2
1404,前端开发工程师,西安头等舱网络科技有限公司,6-8千/月,5
1405,系统架构师,西安头等舱网络科技有限公司,1-1.5万/月,5
1406,高级软件开发工程师,西安头等舱网络科技有限公司,1-1.5万/月,5
1407,Linux C/C++ 高级软件工程师,格尔软件股份有限公司,1-1.5万/月,3
1408,西安研发中心总经理（偏技术管理）,格尔软件股份有限公司,1.8-2.5万/月,1
1409,技术总监/CTO,陕西省君凯电子科技有限公司,2-3万/月,1
1410,软件工程师,西安万翔航空科技有限公司,0.8-1万/月,1
1411,高级软件工程师,西安万翔航空科技有限公司,0.8-1万/月,1
1412,Android开发工程师,陕西纬象科技有限公司,6-8千/月,1
1413,Android开发工程师,西安智徽信息工程有限公司,0.6-1.2万/月,1
1414,APP前端开发,西安智徽信息工程有限公司,4-8千/月,2
1415,软件开发工程师（众包平台方向）,陕西浦思金融网络科技有限公司,1-1.5万/月,若干
1416,软件开发工程师（支付行业方向）,陕西浦思金融网络科技有限公司,1-1.5万/月,若干
1417,软件开发工程师（配送调度平台方向）,陕西浦思金融网络科技有限公司,1-1.5万/月,若干
1418,大区技术总监（可接受外派）,陕西浦思金融网络科技有限公司,0.8-1.1万/月,10
1419,BDD Development Team Leader,广州尚宸企业管理顾问有限公司,2.5-3万/月,1
1420,Solution Architect h,广州尚宸企业管理顾问有限公司,2.5-3万/月,若干
1421,Android/iOS Developer h,广州尚宸企业管理顾问有限公司,2.5-3万/月,若干
1422,运维工程师/实习生 双休+五险一金,西安卓睿信息技术有限公司,4.5-6千/月,6
1423,GIS三维地理信息系统/实习生,西安卓睿信息技术有限公司,4.5-6千/月,6
1424,软件开发（双休+五险一金）,西安卓睿信息技术有限公司,4.5-6千/月,5
1425,移动端游戏测试工程师/实习生（双休+4k-6k）,西安卓睿信息技术有限公司,4.5-6千/月,6
1426,A69-1软件测试,西安卓睿信息技术有限公司,4.5-6千/月,5
1427,A62-1技术支持、维护工程师,西安卓睿信息技术有限公司,4.5-6千/月,5
1428,A31-1互联网软件开发工程师,西安卓睿信息技术有限公司,4.5-6千/月,5
1429,互联网软件开发工程师实习生,西安卓睿信息技术有限公司,4.5-6千/月,6
1430,A11-1初高级软/硬件工程师实习生,西安卓睿信息技术有限公司,6-8千/月,6
1431,解决方案架构师(软件方向),上海速邦信息科技有限公司,1.5-2.5万/月,3
1432,高级研发经理,上海速邦信息科技有限公司,2-2.5万/月,1
1433,GIS研发工程师,陕西北斗金控信息服务有限公司,0.8-1.6万/月,1
1434,技术研发部经理,陕西北斗金控信息服务有限公司,0.8-1.2万/月,1
1435,软件测试工程师,西安恪诚电子科技有限公司,4.5-6千/月,1
1436,苹果手机软件开发工程师,西安恪诚电子科技有限公司,1-1.5万/月,5
1437,安卓工程师,西安恪诚电子科技有限公司,1-1.5万/月,1
1438,理工科类软件实习生,陕西金晟网络科技有限公司,4.5-6千/月,若干
1439,程序员助理（双休+五险),陕西金晟网络科技有限公司,4.5-6千/月,若干
1440,0基础软件开发实习生4K（双休）,陕西金晟网络科技有限公司,4.5-6千/月,若干
1441,机械转行IT（可培养）,陕西金晟网络科技有限公司,4.5-6千/月,若干
1442,O基础软件开发助理,陕西金晟网络科技有限公司,4.5-6千/月,若干
1443,人工智能实习+双休,陕西金晟网络科技有限公司,4.5-6千/月,若干
1444,O基础软件开发助理,陕西金晟网络科技有限公司,4.5-6千/月,若干
1445,大数据开发工程师,陕西万盛达信息科技有限公司,0.8-1.5万/月,1
1446,自然语言处理工程师,上海阅维信息科技有限公司,1-2万/月,2
1447,大数据开发工程师,上海阅维信息科技有限公司,1-2万/月,3
